chapter,chapter_num,block,prefix,icd_version
Chapter XVII Injury and poisoning (800-999),17,940-949 Burns,943,9
Chapter XVII Injury and poisoning (800-999),17,940-949 Burns,944,9
Chapter XVII Injury and poisoning (800-999),17,940-949 Burns,945,9
Chapter XVII Injury and poisoning (800-999),17,940-949 Burns,946,9
Chapter XVII Injury and poisoning (800-999),17,940-949 Burns,947,9
Chapter XVII Injury and poisoning (800-999),17,940-949 Burns,948,9
Chapter XVII Injury and poisoning (800-999),17,940-949 Burns,949,9
Chapter XVII Injury and poisoning (800-999),17,950-957 Injury to nerves and spinal cord,950,9
Chapter XVII Injury and poisoning (800-999),17,950-957 Injury to nerves and spinal cord,951,9
Chapter XVII Injury and poisoning (800-999),17,950-957 Injury to nerves and spinal cord,952,9
Chapter XVII Injury and poisoning (800-999),17,950-957 Injury to nerves and spinal cord,953,9
Chapter XVII Injury and poisoning (800-999),17,950-957 Injury to nerves and spinal cord,954,9
Chapter XVII Injury and poisoning (800-999),17,950-957 Injury to nerves and spinal cord,955,9
Chapter XVII Injury and poisoning (800-999),17,950-957 Injury to nerves and spinal cord,956,9
Chapter XVII Injury and poisoning (800-999),17,950-957 Injury to nerves and spinal cord,957,9
Chapter XVII Injury and poisoning (800-999),17,958-959 Certain traumatic complications and unspecified injuries,958,9
Chapter XVII Injury and poisoning (800-999),17,958-959 Certain traumatic complications and unspecified injuries,959,9
Chapter XVII Injury and poisoning (800-999),17,"960-979 Poisoning by drugs, medicinal and biological substances",960,9
Chapter XVII Injury and poisoning (800-999),17,"960-979 Poisoning by drugs, medicinal and biological substances",961,9
Chapter XVII Injury and poisoning (800-999),17,"960-979 Poisoning by drugs, medicinal and biological substances",962,9
Chapter XVII Injury and poisoning (800-999),17,"960-979 Poisoning by drugs, medicinal and biological substances",963,9
Chapter XVII Injury and poisoning (800-999),17,"960-979 Poisoning by drugs, medicinal and biological substances",964,9
Chapter XVII Injury and poisoning (800-999),17,"960-979 Poisoning by drugs, medicinal and biological substances",965,9
Chapter XVII Injury and poisoning (800-999),17,"960-979 Poisoning by drugs, medicinal and biological substances",966,9
Chapter XVII Injury and poisoning (800-999),17,"960-979 Poisoning by drugs, medicinal and biological substances",967,9
Chapter XVII Injury and poisoning (800-999),17,"960-979 Poisoning by drugs, medicinal and biological substances",968,9
Chapter XVII Injury and poisoning (800-999),17,"960-979 Poisoning by drugs, medicinal and biological substances",969,9
Chapter XVII Injury and poisoning (800-999),17,"960-979 Poisoning by drugs, medicinal and biological substances",970,9
Chapter XVII Injury and poisoning (800-999),17,"960-979 Poisoning by drugs, medicinal and biological substances",971,9
Chapter XVII Injury and poisoning (800-999),17,"960-979 Poisoning by drugs, medicinal and biological substances",972,9
Chapter XVII Injury and poisoning (800-999),17,"960-979 Poisoning by drugs, medicinal and biological substances",973,9
Chapter XVII Injury and poisoning (800-999),17,"960-979 Poisoning by drugs, medicinal and biological substances",974,9
Chapter XVII Injury and poisoning (800-999),17,"960-979 Poisoning by drugs, medicinal and biological substances",975,9
Chapter XVII Injury and poisoning (800-999),17,"960-979 Poisoning by drugs, medicinal and biological substances",976,9
Chapter XVII Injury and poisoning (800-999),17,"960-979 Poisoning by drugs, medicinal and biological substances",977,9
Chapter XVII Injury and poisoning (800-999),17,"960-979 Poisoning by drugs, medicinal and biological substances",978,9
Chapter XVII Injury and poisoning (800-999),17,"960-979 Poisoning by drugs, medicinal and biological substances",979,9
Chapter XVII Injury and poisoning (800-999),17,980-989 Toxic effects of substances chiefly nonmedicinal as to source,980,9
Chapter XVII Injury and poisoning (800-999),17,980-989 Toxic effects of substances chiefly nonmedicinal as to source,981,9
Chapter XVII Injury and poisoning (800-999),17,980-989 Toxic effects of substances chiefly nonmedicinal as to source,982,9
Chapter XVII Injury and poisoning (800-999),17,980-989 Toxic effects of substances chiefly nonmedicinal as to source,983,9
Chapter XVII Injury and poisoning (800-999),17,980-989 Toxic effects of substances chiefly nonmedicinal as to source,984,9
Chapter XVII Injury and poisoning (800-999),17,980-989 Toxic effects of substances chiefly nonmedicinal as to source,985,9
Chapter XVII Injury and poisoning (800-999),17,980-989 Toxic effects of substances chiefly nonmedicinal as to source,986,9
Chapter XVII Injury and poisoning (800-999),17,980-989 Toxic effects of substances chiefly nonmedicinal as to source,987,9
Chapter XVII Injury and poisoning (800-999),17,980-989 Toxic effects of substances chiefly nonmedicinal as to source,988,9
Chapter XVII Injury and poisoning (800-999),17,980-989 Toxic effects of substances chiefly nonmedicinal as to source,989,9
Chapter XVII Injury and poisoning (800-999),17,990-995 Other and unspecified effects of external causes,990,9
Chapter XVII Injury and poisoning (800-999),17,990-995 Other and unspecified effects of external causes,991,9
Chapter XVII Injury and poisoning (800-999),17,990-995 Other and unspecified effects of external causes,992,9
Chapter XVII Injury and poisoning (800-999),17,990-995 Other and unspecified effects of external causes,993,9
Chapter XVII Injury and poisoning (800-999),17,990-995 Other and unspecified effects of external causes,994,9
Chapter XVII Injury and poisoning (800-999),17,990-995 Other and unspecified effects of external causes,995,9
Chapter XVII Injury and poisoning (800-999),17,"996-999 Complications of surgical and medical care, not elsewhere classified",996,9
Chapter XVII Injury and poisoning (800-999),17,"996-999 Complications of surgical and medical care, not elsewhere classified",997,9
Chapter XVII Injury and poisoning (800-999),17,"996-999 Complications of surgical and medical care, not elsewhere classified",998,9
Chapter XVII Injury and poisoning (800-999),17,"996-999 Complications of surgical and medical care, not elsewhere classified",999,9
Chapter E - External causes of injury,E-codes,E800-E807 Railway accidents,E800,9
Chapter E - External causes of injury,E-codes,E800-E807 Railway accidents,E801,9
Chapter E - External causes of injury,E-codes,E800-E807 Railway accidents,E802,9
Chapter E - External causes of injury,E-codes,E800-E807 Railway accidents,E803,9
Chapter E - External causes of injury,E-codes,E800-E807 Railway accidents,E804,9
Chapter E - External causes of injury,E-codes,E800-E807 Railway accidents,E805,9
Chapter E - External causes of injury,E-codes,E800-E807 Railway accidents,E806,9
Chapter E - External causes of injury,E-codes,E800-E807 Railway accidents,E807,9
Chapter E - External causes of injury,E-codes,E810-E819 Motor vehicle traffic accidents,E810,9
Chapter E - External causes of injury,E-codes,E810-E819 Motor vehicle traffic accidents,E811,9
Chapter E - External causes of injury,E-codes,E810-E819 Motor vehicle traffic accidents,E812,9
Chapter E - External causes of injury,E-codes,E810-E819 Motor vehicle traffic accidents,E813,9
Chapter E - External causes of injury,E-codes,E810-E819 Motor vehicle traffic accidents,E814,9
Chapter E - External causes of injury,E-codes,E810-E819 Motor vehicle traffic accidents,E815,9
Chapter E - External causes of injury,E-codes,E810-E819 Motor vehicle traffic accidents,E816,9
Chapter E - External causes of injury,E-codes,E810-E819 Motor vehicle traffic accidents,E817,9
Chapter E - External causes of injury,E-codes,E810-E819 Motor vehicle traffic accidents,E818,9
Chapter E - External causes of injury,E-codes,E810-E819 Motor vehicle traffic accidents,E819,9
Chapter E - External causes of injury,E-codes,E820-E825 Motor vehicle non-traffic accidents,E820,9
Chapter E - External causes of injury,E-codes,E820-E825 Motor vehicle non-traffic accidents,E821,9
Chapter E - External causes of injury,E-codes,E820-E825 Motor vehicle non-traffic accidents,E822,9
Chapter E - External causes of injury,E-codes,E820-E825 Motor vehicle non-traffic accidents,E823,9
Chapter E - External causes of injury,E-codes,E820-E825 Motor vehicle non-traffic accidents,E824,9
Chapter E - External causes of injury,E-codes,E820-E825 Motor vehicle non-traffic accidents,E825,9
Chapter E - External causes of injury,E-codes,E826-E829 Other road vehicle accidents,E826,9
Chapter E - External causes of injury,E-codes,E826-E829 Other road vehicle accidents,E827,9
Chapter E - External causes of injury,E-codes,E826-E829 Other road vehicle accidents,E828,9
Chapter E - External causes of injury,E-codes,E826-E829 Other road vehicle accidents,E829,9
Chapter E - External causes of injury,E-codes,E830-E831 Water transport accidents,E830,9
Chapter E - External causes of injury,E-codes,E830-E831 Water transport accidents,E831,9
Chapter E - External causes of injury,E-codes,E840-E845 Air and space transport accidents,E840,9
Chapter E - External causes of injury,E-codes,E840-E845 Air and space transport accidents,E841,9
Chapter E - External causes of injury,E-codes,E840-E845 Air and space transport accidents,E842,9
Chapter E - External causes of injury,E-codes,E840-E845 Air and space transport accidents,E843,9
Chapter E - External causes of injury,E-codes,E840-E845 Air and space transport accidents,E844,9
Chapter E - External causes of injury,E-codes,E840-E845 Air and space transport accidents,E845,9
Chapter E - External causes of injury,E-codes,E846-E848 Vehicle accidents not elsewhere classifiable,E846,9
Chapter E - External causes of injury,E-codes,E846-E848 Vehicle accidents not elsewhere classifiable,E847,9
Chapter E - External causes of injury,E-codes,E846-E848 Vehicle accidents not elsewhere classifiable,E848,9
Chapter E - External causes of injury,E-codes,E849-E849 Place of Occurrence,E849,9
Chapter E - External causes of injury,E-codes,"E850-E858 Accidental poisoning by drugs, medicinal substances, and biologicals",E850,9
Chapter E - External causes of injury,E-codes,"E850-E858 Accidental poisoning by drugs, medicinal substances, and biologicals",E851,9
Chapter E - External causes of injury,E-codes,"E850-E858 Accidental poisoning by drugs, medicinal substances, and biologicals",E852,9
Chapter E - External causes of injury,E-codes,"E850-E858 Accidental poisoning by drugs, medicinal substances, and biologicals",E853,9
Chapter E - External causes of injury,E-codes,"E850-E858 Accidental poisoning by drugs, medicinal substances, and biologicals",E854,9
Chapter E - External causes of injury,E-codes,"E850-E858 Accidental poisoning by drugs, medicinal substances, and biologicals",E855,9
Chapter E - External causes of injury,E-codes,"E850-E858 Accidental poisoning by drugs, medicinal substances, and biologicals",E856,9
Chapter E - External causes of injury,E-codes,"E850-E858 Accidental poisoning by drugs, medicinal substances, and biologicals",E857,9
Chapter E - External causes of injury,E-codes,"E850-E858 Accidental poisoning by drugs, medicinal substances, and biologicals",E858,9
Chapter E - External causes of injury,E-codes,"E860-E869 Accidental poisoning by other solid and liquid substances, gases, and vapors",E860,9
Chapter E - External causes of injury,E-codes,"E860-E869 Accidental poisoning by other solid and liquid substances, gases, and vapors",E861,9
Chapter E - External causes of injury,E-codes,"E860-E869 Accidental poisoning by other solid and liquid substances, gases, and vapors",E862,9
Chapter E - External causes of injury,E-codes,"E860-E869 Accidental poisoning by other solid and liquid substances, gases, and vapors",E863,9
Chapter E - External causes of injury,E-codes,"E860-E869 Accidental poisoning by other solid and liquid substances, gases, and vapors",E864,9
Chapter E - External causes of injury,E-codes,"E860-E869 Accidental poisoning by other solid and liquid substances, gases, and vapors",E865,9
Chapter E - External causes of injury,E-codes,"E860-E869 Accidental poisoning by other solid and liquid substances, gases, and vapors",E866,9
Chapter E - External causes of injury,E-codes,"E860-E869 Accidental poisoning by other solid and liquid substances, gases, and vapors",E867,9
Chapter E - External causes of injury,E-codes,"E860-E869 Accidental poisoning by other solid and liquid substances, gases, and vapors",E868,9
Chapter E - External causes of injury,E-codes,"E860-E869 Accidental poisoning by other solid and liquid substances, gases, and vapors",E869,9
Chapter E - External causes of injury,E-codes,E870-E876 Misadventures to patients during surgical and medical care,E870,9
Chapter E - External causes of injury,E-codes,E870-E876 Misadventures to patients during surgical and medical care,E871,9
